user_id,month,price,converted,churned,retained,acquisition_channel
1,1,999,0,0,0,ads
1,2,999,0,0,0,ads
1,3,999,0,0,0,ads
1,4,999,0,0,0,ads
1,5,999,0,0,0,ads
1,6,999,0,0,0,ads
1,7,999,0,0,0,ads
1,8,999,0,0,0,ads
1,9,999,0,0,0,ads
1,10,999,0,0,0,ads
1,11,999,0,0,0,ads
1,12,999,0,0,0,ads
2,1,699,0,0,0,ads
2,2,699,0,0,0,ads
2,3,699,0,0,0,ads
2,4,699,0,0,0,ads
2,5,699,0,0,0,ads
2,6,699,0,0,0,ads
2,7,699,0,0,0,ads
2,8,699,0,0,0,ads
2,9,699,0,0,0,ads
2,10,699,0,0,0,ads
2,11,699,0,0,0,ads
2,12,699,0,0,0,ads
3,1,699,1,0,1,referral
3,2,699,0,0,1,referral
3,3,699,0,0,1,referral
3,4,699,0,0,1,referral
3,5,699,0,1,1,referral
3,6,699,0,0,0,referral
3,7,699,0,0,0,referral
3,8,699,0,0,0,referral
3,9,699,0,0,0,referral
3,10,699,0,0,0,referral
3,11,699,0,0,0,referral
3,12,699,0,0,0,referral
4,1,999,1,0,1,organic
4,2,999,0,0,1,organic
4,3,999,0,0,1,organic
4,4,999,0,0,1,organic
4,5,999,0,1,1,organic
4,6,999,0,0,0,organic
4,7,999,0,0,0,organic
4,8,999,0,0,0,organic
4,9,999,0,0,0,organic
4,10,999,0,0,0,organic
4,11,999,0,0,0,organic
4,12,999,0,0,0,organic
5,1,699,0,0,0,ads
5,2,699,0,0,0,ads
5,3,699,0,0,0,ads
5,4,699,0,0,0,ads
5,5,699,0,0,0,ads
5,6,699,0,0,0,ads
5,7,699,0,0,0,ads
5,8,699,0,0,0,ads
5,9,699,0,0,0,ads
5,10,699,0,0,0,ads
5,11,699,0,0,0,ads
5,12,699,0,0,0,ads
6,1,699,1,0,1,organic
6,2,699,0,0,1,organic
6,3,699,0,1,1,organic
6,4,699,0,0,0,organic
6,5,699,0,0,0,organic
6,6,699,0,0,0,organic
6,7,699,0,0,0,organic
6,8,699,0,0,0,organic
6,9,699,0,0,0,organic
6,10,699,0,0,0,organic
6,11,699,0,0,0,organic
6,12,699,0,0,0,organic
7,1,999,0,0,0,referral
7,2,999,0,0,0,referral
7,3,999,0,0,0,referral
7,4,999,0,0,0,referral
7,5,999,0,0,0,referral
7,6,999,0,0,0,referral
7,7,999,0,0,0,referral
7,8,999,0,0,0,referral
7,9,999,0,0,0,referral
7,10,999,0,0,0,referral
7,11,999,0,0,0,referral
7,12,999,0,0,0,referral
8,1,699,0,0,0,referral
8,2,699,0,0,0,referral
8,3,699,0,0,0,referral
8,4,699,0,0,0,referral
8,5,699,0,0,0,referral
8,6,699,0,0,0,referral
8,7,699,0,0,0,referral
8,8,699,0,0,0,referral
8,9,699,0,0,0,referral
8,10,699,0,0,0,referral
8,11,699,0,0,0,referral
8,12,699,0,0,0,referral
9,1,999,0,0,0,organic
9,2,999,0,0,0,organic
9,3,999,0,0,0,organic
9,4,999,0,0,0,organic
9,5,999,0,0,0,organic
9,6,999,0,0,0,organic
9,7,999,0,0,0,organic
9,8,999,0,0,0,organic
9,9,999,0,0,0,organic
9,10,999,0,0,0,organic
9,11,999,0,0,0,organic
9,12,999,0,0,0,organic
10,1,999,1,0,1,ads
10,2,999,0,0,1,ads
10,3,999,0,0,1,ads
10,4,999,0,1,1,ads
10,5,999,0,0,0,ads
10,6,999,0,0,0,ads
10,7,999,0,0,0,ads
10,8,999,0,0,0,ads
10,9,999,0,0,0,ads
10,10,999,0,0,0,ads
10,11,999,0,0,0,ads
10,12,999,0,0,0,ads
11,1,999,0,0,0,organic
11,2,999,0,0,0,organic
11,3,999,0,0,0,organic
11,4,999,0,0,0,organic
11,5,999,0,0,0,organic
11,6,999,0,0,0,organic
11,7,999,0,0,0,organic
11,8,999,0,0,0,organic
11,9,999,0,0,0,organic
11,10,999,0,0,0,organic
11,11,999,0,0,0,organic
11,12,999,0,0,0,organic
12,1,699,0,0,0,organic
12,2,699,0,0,0,organic
12,3,699,0,0,0,organic
12,4,699,0,0,0,organic
12,5,699,0,0,0,organic
12,6,699,0,0,0,organic
12,7,699,0,0,0,organic
12,8,699,0,0,0,organic
12,9,699,0,0,0,organic
12,10,699,0,0,0,organic
12,11,699,0,0,0,organic
12,12,699,0,0,0,organic
13,1,999,0,0,0,organic
13,2,999,0,0,0,organic
13,3,999,0,0,0,organic
13,4,999,0,0,0,organic
13,5,999,0,0,0,organic
13,6,999,0,0,0,organic
13,7,999,0,0,0,organic
13,8,999,0,0,0,organic
13,9,999,0,0,0,organic
13,10,999,0,0,0,organic
13,11,999,0,0,0,organic
13,12,999,0,0,0,organic
14,1,699,0,0,0,referral
14,2,699,0,0,0,referral
14,3,699,0,0,0,referral
14,4,699,0,0,0,referral
14,5,699,0,0,0,referral
14,6,699,0,0,0,referral
14,7,699,0,0,0,referral
14,8,699,0,0,0,referral
14,9,699,0,0,0,referral
14,10,699,0,0,0,referral
14,11,699,0,0,0,referral
14,12,699,0,0,0,referral
15,1,699,0,0,0,ads
15,2,699,0,0,0,ads
15,3,699,0,0,0,ads
15,4,699,0,0,0,ads
15,5,699,0,0,0,ads
15,6,699,0,0,0,ads
15,7,699,0,0,0,ads
15,8,699,0,0,0,ads
15,9,699,0,0,0,ads
15,10,699,0,0,0,ads
15,11,699,0,0,0,ads
15,12,699,0,0,0,ads
16,1,999,0,0,0,organic
16,2,999,0,0,0,organic
16,3,999,0,0,0,organic
16,4,999,0,0,0,organic
16,5,999,0,0,0,organic
16,6,999,0,0,0,organic
16,7,999,0,0,0,organic
16,8,999,0,0,0,organic
16,9,999,0,0,0,organic
16,10,999,0,0,0,organic
16,11,999,0,0,0,organic
16,12,999,0,0,0,organic
17,1,699,0,0,0,organic
17,2,699,0,0,0,organic
17,3,699,0,0,0,organic
17,4,699,0,0,0,organic
17,5,699,0,0,0,organic
17,6,699,0,0,0,organic
17,7,699,0,0,0,organic
17,8,699,0,0,0,organic
17,9,699,0,0,0,organic
17,10,699,0,0,0,organic
17,11,699,0,0,0,organic
17,12,699,0,0,0,organic
18,1,699,0,0,0,organic
18,2,699,0,0,0,organic
18,3,699,0,0,0,organic
18,4,699,0,0,0,organic
18,5,699,0,0,0,organic
18,6,699,0,0,0,organic
18,7,699,0,0,0,organic
18,8,699,0,0,0,organic
18,9,699,0,0,0,organic
18,10,699,0,0,0,organic
18,11,699,0,0,0,organic
18,12,699,0,0,0,organic
19,1,999,0,0,0,referral
19,2,999,0,0,0,referral
19,3,999,0,0,0,referral
19,4,999,0,0,0,referral
19,5,999,0,0,0,referral
19,6,999,0,0,0,referral
19,7,999,0,0,0,referral
19,8,999,0,0,0,referral
19,9,999,0,0,0,referral
19,10,999,0,0,0,referral
19,11,999,0,0,0,referral
19,12,999,0,0,0,referral
20,1,699,0,0,0,organic
20,2,699,0,0,0,organic
20,3,699,0,0,0,organic
20,4,699,0,0,0,organic
20,5,699,0,0,0,organic
20,6,699,0,0,0,organic
20,7,699,0,0,0,organic
20,8,699,0,0,0,organic
20,9,699,0,0,0,organic
20,10,699,0,0,0,organic
20,11,699,0,0,0,organic
20,12,699,0,0,0,organic
21,1,699,0,0,0,organic
21,2,699,0,0,0,organic
21,3,699,0,0,0,organic
21,4,699,0,0,0,organic
21,5,699,0,0,0,organic
21,6,699,0,0,0,organic
21,7,699,0,0,0,organic
21,8,699,0,0,0,organic
21,9,699,0,0,0,organic
21,10,699,0,0,0,organic
21,11,699,0,0,0,organic
21,12,699,0,0,0,organic
22,1,999,0,0,0,organic
22,2,999,0,0,0,organic
22,3,999,0,0,0,organic
22,4,999,0,0,0,organic
22,5,999,0,0,0,organic
22,6,999,0,0,0,organic
22,7,999,0,0,0,organic
22,8,999,0,0,0,organic
22,9,999,0,0,0,organic
22,10,999,0,0,0,organic
22,11,999,0,0,0,organic
22,12,999,0,0,0,organic
23,1,999,0,0,0,organic
23,2,999,0,0,0,organic
23,3,999,0,0,0,organic
23,4,999,0,0,0,organic
23,5,999,0,0,0,organic
23,6,999,0,0,0,organic
23,7,999,0,0,0,organic
23,8,999,0,0,0,organic
23,9,999,0,0,0,organic
23,10,999,0,0,0,organic
23,11,999,0,0,0,organic
23,12,999,0,0,0,organic
24,1,699,0,0,0,ads
24,2,699,0,0,0,ads
24,3,699,0,0,0,ads
24,4,699,0,0,0,ads
24,5,699,0,0,0,ads
24,6,699,0,0,0,ads
24,7,699,0,0,0,ads
24,8,699,0,0,0,ads
24,9,699,0,0,0,ads
24,10,699,0,0,0,ads
24,11,699,0,0,0,ads
24,12,699,0,0,0,ads
25,1,999,0,0,0,organic
25,2,999,0,0,0,organic
25,3,999,0,0,0,organic
25,4,999,0,0,0,organic
25,5,999,0,0,0,organic
25,6,999,0,0,0,organic
25,7,999,0,0,0,organic
25,8,999,0,0,0,organic
25,9,999,0,0,0,organic
25,10,999,0,0,0,organic
25,11,999,0,0,0,organic
25,12,999,0,0,0,organic
26,1,699,0,0,0,ads
26,2,699,0,0,0,ads
26,3,699,0,0,0,ads
26,4,699,0,0,0,ads
26,5,699,0,0,0,ads
26,6,699,0,0,0,ads
26,7,699,0,0,0,ads
26,8,699,0,0,0,ads
26,9,699,0,0,0,ads
26,10,699,0,0,0,ads
26,11,699,0,0,0,ads
26,12,699,0,0,0,ads
27,1,999,0,0,0,ads
27,2,999,0,0,0,ads
27,3,999,0,0,0,ads
27,4,999,0,0,0,ads
27,5,999,0,0,0,ads
27,6,999,0,0,0,ads
27,7,999,0,0,0,ads
27,8,999,0,0,0,ads
27,9,999,0,0,0,ads
27,10,999,0,0,0,ads
27,11,999,0,0,0,ads
27,12,999,0,0,0,ads
28,1,999,0,0,0,ads
28,2,999,0,0,0,ads
28,3,999,0,0,0,ads
28,4,999,0,0,0,ads
28,5,999,0,0,0,ads
28,6,999,0,0,0,ads
28,7,999,0,0,0,ads
28,8,999,0,0,0,ads
28,9,999,0,0,0,ads
28,10,999,0,0,0,ads
28,11,999,0,0,0,ads
28,12,999,0,0,0,ads
29,1,699,0,0,0,referral
29,2,699,0,0,0,referral
29,3,699,0,0,0,referral
29,4,699,0,0,0,referral
29,5,699,0,0,0,referral
29,6,699,0,0,0,referral
29,7,699,0,0,0,referral
29,8,699,0,0,0,referral
29,9,699,0,0,0,referral
29,10,699,0,0,0,referral
29,11,699,0,0,0,referral
29,12,699,0,0,0,referral
30,1,999,0,0,0,referral
30,2,999,0,0,0,referral
30,3,999,0,0,0,referral
30,4,999,0,0,0,referral
30,5,999,0,0,0,referral
30,6,999,0,0,0,referral
30,7,999,0,0,0,referral
30,8,999,0,0,0,referral
30,9,999,0,0,0,referral
30,10,999,0,0,0,referral
30,11,999,0,0,0,referral
30,12,999,0,0,0,referral
31,1,999,0,0,0,ads
31,2,999,0,0,0,ads
31,3,999,0,0,0,ads
31,4,999,0,0,0,ads
31,5,999,0,0,0,ads
31,6,999,0,0,0,ads
31,7,999,0,0,0,ads
31,8,999,0,0,0,ads
31,9,999,0,0,0,ads
31,10,999,0,0,0,ads
31,11,999,0,0,0,ads
31,12,999,0,0,0,ads
32,1,699,0,0,0,ads
32,2,699,0,0,0,ads
32,3,699,0,0,0,ads
32,4,699,0,0,0,ads
32,5,699,0,0,0,ads
32,6,699,0,0,0,ads
32,7,699,0,0,0,ads
32,8,699,0,0,0,ads
32,9,699,0,0,0,ads
32,10,699,0,0,0,ads
32,11,699,0,0,0,ads
32,12,699,0,0,0,ads
33,1,999,0,0,0,organic
33,2,999,0,0,0,organic
33,3,999,0,0,0,organic
33,4,999,0,0,0,organic
33,5,999,0,0,0,organic
33,6,999,0,0,0,organic
33,7,999,0,0,0,organic
33,8,999,0,0,0,organic
33,9,999,0,0,0,organic
33,10,999,0,0,0,organic
33,11,999,0,0,0,organic
33,12,999,0,0,0,organic
34,1,999,0,0,0,referral
34,2,999,0,0,0,referral
34,3,999,0,0,0,referral
34,4,999,0,0,0,referral
34,5,999,0,0,0,referral
34,6,999,0,0,0,referral
34,7,999,0,0,0,referral
34,8,999,0,0,0,referral
34,9,999,0,0,0,referral
34,10,999,0,0,0,referral
34,11,999,0,0,0,referral
34,12,999,0,0,0,referral
35,1,999,0,0,0,referral
35,2,999,0,0,0,referral
35,3,999,0,0,0,referral
35,4,999,0,0,0,referral
35,5,999,0,0,0,referral
35,6,999,0,0,0,referral
35,7,999,0,0,0,referral
35,8,999,0,0,0,referral
35,9,999,0,0,0,referral
35,10,999,0,0,0,referral
35,11,999,0,0,0,referral
35,12,999,0,0,0,referral
36,1,699,0,0,0,referral
36,2,699,0,0,0,referral
36,3,699,0,0,0,referral
36,4,699,0,0,0,referral
36,5,699,0,0,0,referral
36,6,699,0,0,0,referral
36,7,699,0,0,0,referral
36,8,699,0,0,0,referral
36,9,699,0,0,0,referral
36,10,699,0,0,0,referral
36,11,699,0,0,0,referral
36,12,699,0,0,0,referral
37,1,999,0,0,0,ads
37,2,999,0,0,0,ads
37,3,999,0,0,0,ads
37,4,999,0,0,0,ads
37,5,999,0,0,0,ads
37,6,999,0,0,0,ads
37,7,999,0,0,0,ads
37,8,999,0,0,0,ads
37,9,999,0,0,0,ads
37,10,999,0,0,0,ads
37,11,999,0,0,0,ads
37,12,999,0,0,0,ads
38,1,999,0,0,0,ads
38,2,999,0,0,0,ads
38,3,999,0,0,0,ads
38,4,999,0,0,0,ads
38,5,999,0,0,0,ads
38,6,999,0,0,0,ads
38,7,999,0,0,0,ads
38,8,999,0,0,0,ads
38,9,999,0,0,0,ads
38,10,999,0,0,0,ads
38,11,999,0,0,0,ads
38,12,999,0,0,0,ads
39,1,999,0,0,0,referral
39,2,999,0,0,0,referral
39,3,999,0,0,0,referral
39,4,999,0,0,0,referral
39,5,999,0,0,0,referral
39,6,999,0,0,0,referral
39,7,999,0,0,0,referral
39,8,999,0,0,0,referral
39,9,999,0,0,0,referral
39,10,999,0,0,0,referral
39,11,999,0,0,0,referral
39,12,999,0,0,0,referral
40,1,999,0,0,0,ads
40,2,999,0,0,0,ads
40,3,999,0,0,0,ads
40,4,999,0,0,0,ads
40,5,999,0,0,0,ads
40,6,999,0,0,0,ads
40,7,999,0,0,0,ads
40,8,999,0,0,0,ads
40,9,999,0,0,0,ads
40,10,999,0,0,0,ads
40,11,999,0,0,0,ads
40,12,999,0,0,0,ads
41,1,699,0,0,0,organic
41,2,699,0,0,0,organic
41,3,699,0,0,0,organic
41,4,699,0,0,0,organic
41,5,699,0,0,0,organic
41,6,699,0,0,0,organic
41,7,699,0,0,0,organic
41,8,699,0,0,0,organic
41,9,699,0,0,0,organic
41,10,699,0,0,0,organic
41,11,699,0,0,0,organic
41,12,699,0,0,0,organic
42,1,999,0,0,0,referral
42,2,999,0,0,0,referral
42,3,999,0,0,0,referral
42,4,999,0,0,0,referral
42,5,999,0,0,0,referral
42,6,999,0,0,0,referral
42,7,999,0,0,0,referral
42,8,999,0,0,0,referral
42,9,999,0,0,0,referral
42,10,999,0,0,0,referral
42,11,999,0,0,0,referral
42,12,999,0,0,0,referral
43,1,999,0,0,0,ads
43,2,999,0,0,0,ads
43,3,999,0,0,0,ads
43,4,999,0,0,0,ads
43,5,999,0,0,0,ads
43,6,999,0,0,0,ads
43,7,999,0,0,0,ads
43,8,999,0,0,0,ads
43,9,999,0,0,0,ads
43,10,999,0,0,0,ads
43,11,999,0,0,0,ads
43,12,999,0,0,0,ads
44,1,699,0,0,0,ads
44,2,699,0,0,0,ads
44,3,699,0,0,0,ads
44,4,699,0,0,0,ads
44,5,699,0,0,0,ads
44,6,699,0,0,0,ads
44,7,699,0,0,0,ads
44,8,699,0,0,0,ads
44,9,699,0,0,0,ads
44,10,699,0,0,0,ads
44,11,699,0,0,0,ads
44,12,699,0,0,0,ads
45,1,999,0,0,0,referral
45,2,999,0,0,0,referral
45,3,999,0,0,0,referral
45,4,999,0,0,0,referral
45,5,999,0,0,0,referral
45,6,999,0,0,0,referral
45,7,999,0,0,0,referral
45,8,999,0,0,0,referral
45,9,999,0,0,0,referral
45,10,999,0,0,0,referral
45,11,999,0,0,0,referral
45,12,999,0,0,0,referral
46,1,699,1,0,1,ads
46,2,699,0,0,1,ads
46,3,699,0,0,1,ads
46,4,699,0,1,1,ads
46,5,699,0,0,0,ads
46,6,699,0,0,0,ads
46,7,699,0,0,0,ads
46,8,699,0,0,0,ads
46,9,699,0,0,0,ads
46,10,699,0,0,0,ads
46,11,699,0,0,0,ads
46,12,699,0,0,0,ads
47,1,699,0,0,0,organic
47,2,699,0,0,0,organic
47,3,699,0,0,0,organic
47,4,699,0,0,0,organic
47,5,699,0,0,0,organic
47,6,699,0,0,0,organic
47,7,699,0,0,0,organic
47,8,699,0,0,0,organic
47,9,699,0,0,0,organic
47,10,699,0,0,0,organic
47,11,699,0,0,0,organic
47,12,699,0,0,0,organic
48,1,999,0,0,0,ads
48,2,999,0,0,0,ads
48,3,999,0,0,0,ads
48,4,999,0,0,0,ads
48,5,999,0,0,0,ads
48,6,999,0,0,0,ads
48,7,999,0,0,0,ads
48,8,999,0,0,0,ads
48,9,999,0,0,0,ads
48,10,999,0,0,0,ads
48,11,999,0,0,0,ads
48,12,999,0,0,0,ads
49,1,699,0,0,0,organic
49,2,699,0,0,0,organic
49,3,699,0,0,0,organic
49,4,699,0,0,0,organic
49,5,699,0,0,0,organic
49,6,699,0,0,0,organic
49,7,699,0,0,0,organic
49,8,699,0,0,0,organic
49,9,699,0,0,0,organic
49,10,699,0,0,0,organic
49,11,699,0,0,0,organic
49,12,699,0,0,0,organic
50,1,699,0,0,0,organic
50,2,699,0,0,0,organic
50,3,699,0,0,0,organic
50,4,699,0,0,0,organic
50,5,699,0,0,0,organic
50,6,699,0,0,0,organic
50,7,699,0,0,0,organic
50,8,699,0,0,0,organic
50,9,699,0,0,0,organic
50,10,699,0,0,0,organic
50,11,699,0,0,0,organic
50,12,699,0,0,0,organic
51,1,999,0,0,0,referral
51,2,999,0,0,0,referral
51,3,999,0,0,0,referral
51,4,999,0,0,0,referral
51,5,999,0,0,0,referral
51,6,999,0,0,0,referral
51,7,999,0,0,0,referral
51,8,999,0,0,0,referral
51,9,999,0,0,0,referral
51,10,999,0,0,0,referral
51,11,999,0,0,0,referral
51,12,999,0,0,0,referral
52,1,999,0,0,0,ads
52,2,999,0,0,0,ads
52,3,999,0,0,0,ads
52,4,999,0,0,0,ads
52,5,999,0,0,0,ads
52,6,999,0,0,0,ads
52,7,999,0,0,0,ads
52,8,999,0,0,0,ads
52,9,999,0,0,0,ads
52,10,999,0,0,0,ads
52,11,999,0,0,0,ads
52,12,999,0,0,0,ads
53,1,999,0,0,0,ads
53,2,999,0,0,0,ads
53,3,999,0,0,0,ads
53,4,999,0,0,0,ads
53,5,999,0,0,0,ads
53,6,999,0,0,0,ads
53,7,999,0,0,0,ads
53,8,999,0,0,0,ads
53,9,999,0,0,0,ads
53,10,999,0,0,0,ads
53,11,999,0,0,0,ads
53,12,999,0,0,0,ads
54,1,999,0,0,0,organic
54,2,999,0,0,0,organic
54,3,999,0,0,0,organic
54,4,999,0,0,0,organic
54,5,999,0,0,0,organic
54,6,999,0,0,0,organic
54,7,999,0,0,0,organic
54,8,999,0,0,0,organic
54,9,999,0,0,0,organic
54,10,999,0,0,0,organic
54,11,999,0,0,0,organic
54,12,999,0,0,0,organic
55,1,999,0,0,0,organic
55,2,999,0,0,0,organic
55,3,999,0,0,0,organic
55,4,999,0,0,0,organic
55,5,999,0,0,0,organic
55,6,999,0,0,0,organic
55,7,999,0,0,0,organic
55,8,999,0,0,0,organic
55,9,999,0,0,0,organic
55,10,999,0,0,0,organic
55,11,999,0,0,0,organic
55,12,999,0,0,0,organic
56,1,999,0,0,0,organic
56,2,999,0,0,0,organic
56,3,999,0,0,0,organic
56,4,999,0,0,0,organic
56,5,999,0,0,0,organic
56,6,999,0,0,0,organic
56,7,999,0,0,0,organic
56,8,999,0,0,0,organic
56,9,999,0,0,0,organic
56,10,999,0,0,0,organic
56,11,999,0,0,0,organic
56,12,999,0,0,0,organic
57,1,999,0,0,0,referral
57,2,999,0,0,0,referral
57,3,999,0,0,0,referral
57,4,999,0,0,0,referral
57,5,999,0,0,0,referral
57,6,999,0,0,0,referral
57,7,999,0,0,0,referral
57,8,999,0,0,0,referral
57,9,999,0,0,0,referral
57,10,999,0,0,0,referral
57,11,999,0,0,0,referral
57,12,999,0,0,0,referral
58,1,699,0,0,0,ads
58,2,699,0,0,0,ads
58,3,699,0,0,0,ads
58,4,699,0,0,0,ads
58,5,699,0,0,0,ads
58,6,699,0,0,0,ads
58,7,699,0,0,0,ads
58,8,699,0,0,0,ads
58,9,699,0,0,0,ads
58,10,699,0,0,0,ads
58,11,699,0,0,0,ads
58,12,699,0,0,0,ads
59,1,699,0,0,0,ads
59,2,699,0,0,0,ads
59,3,699,0,0,0,ads
59,4,699,0,0,0,ads
59,5,699,0,0,0,ads
59,6,699,0,0,0,ads
59,7,699,0,0,0,ads
59,8,699,0,0,0,ads
59,9,699,0,0,0,ads
59,10,699,0,0,0,ads
59,11,699,0,0,0,ads
59,12,699,0,0,0,ads
60,1,699,0,0,0,organic
60,2,699,0,0,0,organic
60,3,699,0,0,0,organic
60,4,699,0,0,0,organic
60,5,699,0,0,0,organic
60,6,699,0,0,0,organic
60,7,699,0,0,0,organic
60,8,699,0,0,0,organic
60,9,699,0,0,0,organic
60,10,699,0,0,0,organic
60,11,699,0,0,0,organic
60,12,699,0,0,0,organic
61,1,999,0,0,0,ads
61,2,999,0,0,0,ads
61,3,999,0,0,0,ads
61,4,999,0,0,0,ads
61,5,999,0,0,0,ads
61,6,999,0,0,0,ads
61,7,999,0,0,0,ads
61,8,999,0,0,0,ads
61,9,999,0,0,0,ads
61,10,999,0,0,0,ads
61,11,999,0,0,0,ads
61,12,999,0,0,0,ads
62,1,699,0,0,0,ads
62,2,699,0,0,0,ads
62,3,699,0,0,0,ads
62,4,699,0,0,0,ads
62,5,699,0,0,0,ads
62,6,699,0,0,0,ads
62,7,699,0,0,0,ads
62,8,699,0,0,0,ads
62,9,699,0,0,0,ads
62,10,699,0,0,0,ads
62,11,699,0,0,0,ads
62,12,699,0,0,0,ads
63,1,699,0,0,0,organic
63,2,699,0,0,0,organic
63,3,699,0,0,0,organic
63,4,699,0,0,0,organic
63,5,699,0,0,0,organic
63,6,699,0,0,0,organic
63,7,699,0,0,0,organic
63,8,699,0,0,0,organic
63,9,699,0,0,0,organic
63,10,699,0,0,0,organic
63,11,699,0,0,0,organic
63,12,699,0,0,0,organic
64,1,999,0,0,0,ads
64,2,999,0,0,0,ads
64,3,999,0,0,0,ads
64,4,999,0,0,0,ads
64,5,999,0,0,0,ads
64,6,999,0,0,0,ads
64,7,999,0,0,0,ads
64,8,999,0,0,0,ads
